timestep,mean_ps2,n,scenario,mode,rep
0,0.0,8,official_zones,sys1_only,0
1,0.0,8,official_zones,sys1_only,0
2,0.0,8,official_zones,sys1_only,0
3,0.0,7,official_zones,sys1_only,0
4,0.0,9,official_zones,sys1_only,0
5,0.0,6,official_zones,sys1_only,0
6,0.0,6,official_zones,sys1_only,0
7,0.0,7,official_zones,sys1_only,0
8,0.0,5,official_zones,sys1_only,0
9,0.0,3,official_zones,sys1_only,0
10,0.0,1,official_zones,sys1_only,0
13,0.0,1,official_zones,sys1_only,0
14,0.0,1,official_zones,sys1_only,0
51,0.0,1,official_zones,sys1_only,0
52,0.0,1,official_zones,sys1_only,0
53,0.0,1,official_zones,sys1_only,0
0,0.0,9,official_zones,sys1_only,1
1,0.0,7,official_zones,sys1_only,1
2,0.0,6,official_zones,sys1_only,1
3,0.0,6,official_zones,sys1_only,1
4,0.0,6,official_zones,sys1_only,1
5,0.0,7,official_zones,sys1_only,1
6,0.0,6,official_zones,sys1_only,1
7,0.0,8,official_zones,sys1_only,1
8,0.0,7,official_zones,sys1_only,1
9,0.0,5,official_zones,sys1_only,1
10,0.0,5,official_zones,sys1_only,1
11,0.0,4,official_zones,sys1_only,1
12,0.0,3,official_zones,sys1_only,1
13,0.0,2,official_zones,sys1_only,1
14,0.0,2,official_zones,sys1_only,1
15,0.0,2,official_zones,sys1_only,1
16,0.0,2,official_zones,sys1_only,1
17,0.0,1,official_zones,sys1_only,1
18,0.0,1,official_zones,sys1_only,1
19,0.0,1,official_zones,sys1_only,1
20,0.0,1,official_zones,sys1_only,1
21,0.0,1,official_zones,sys1_only,1
22,0.0,1,official_zones,sys1_only,1
24,0.0,1,official_zones,sys1_only,1
25,0.0,1,official_zones,sys1_only,1
42,0.0,1,official_zones,sys1_only,1
0,0.0,9,official_zones,sys1_only,3
1,0.0,10,official_zones,sys1_only,3
2,0.0,8,official_zones,sys1_only,3
3,0.0,9,official_zones,sys1_only,3
4,0.0,7,official_zones,sys1_only,3
5,0.0,6,official_zones,sys1_only,3
6,0.0,5,official_zones,sys1_only,3
7,0.0,4,official_zones,sys1_only,3
8,0.0,5,official_zones,sys1_only,3
9,0.0,4,official_zones,sys1_only,3
10,0.0,4,official_zones,sys1_only,3
11,0.0,4,official_zones,sys1_only,3
12,0.0,3,official_zones,sys1_only,3
13,0.0,3,official_zones,sys1_only,3
14,0.0,3,official_zones,sys1_only,3
15,0.0,1,official_zones,sys1_only,3
16,0.0,2,official_zones,sys1_only,3
17,0.0,2,official_zones,sys1_only,3
18,0.0,1,official_zones,sys1_only,3
20,0.0,1,official_zones,sys1_only,3
21,0.0,1,official_zones,sys1_only,3
22,0.0,1,official_zones,sys1_only,3
23,0.0,1,official_zones,sys1_only,3
0,0.0,12,official_zones,sys1_only,4
1,0.0,11,official_zones,sys1_only,4
2,0.0,10,official_zones,sys1_only,4
3,0.0,7,official_zones,sys1_only,4
4,0.0,7,official_zones,sys1_only,4
5,0.0,8,official_zones,sys1_only,4
6,0.0,8,official_zones,sys1_only,4
7,0.0,8,official_zones,sys1_only,4
8,0.0,6,official_zones,sys1_only,4
9,0.0,6,official_zones,sys1_only,4
10,0.0,6,official_zones,sys1_only,4
11,0.0,5,official_zones,sys1_only,4
12,0.0,5,official_zones,sys1_only,4
13,0.0,4,official_zones,sys1_only,4
14,0.0,4,official_zones,sys1_only,4
15,0.0,3,official_zones,sys1_only,4
16,0.0,2,official_zones,sys1_only,4
17,0.0,2,official_zones,sys1_only,4
20,0.0,1,official_zones,sys1_only,4
21,0.0,1,official_zones,sys1_only,4
22,0.0,1,official_zones,sys1_only,4
23,0.0,1,official_zones,sys1_only,4
24,0.0,1,official_zones,sys1_only,4
25,0.0,1,official_zones,sys1_only,4
26,0.0,1,official_zones,sys1_only,4
0,0.0,7,official_zones,sys1_only,2
1,0.0,10,official_zones,sys1_only,2
2,0.0,10,official_zones,sys1_only,2
3,0.0,10,official_zones,sys1_only,2
4,0.0,6,official_zones,sys1_only,2
5,0.0,9,official_zones,sys1_only,2
6,0.0,3,official_zones,sys1_only,2
7,0.0,3,official_zones,sys1_only,2
8,0.0,2,official_zones,sys1_only,2
9,0.0,3,official_zones,sys1_only,2
10,0.0,4,official_zones,sys1_only,2
11,0.0,3,official_zones,sys1_only,2
12,0.0,3,official_zones,sys1_only,2
13,0.0,2,official_zones,sys1_only,2
14,0.0,2,official_zones,sys1_only,2
25,0.0,1,official_zones,sys1_only,2
26,0.0,2,official_zones,sys1_only,2
27,0.0,2,official_zones,sys1_only,2
28,0.0,2,official_zones,sys1_only,2
29,0.0,1,official_zones,sys1_only,2
30,0.0,1,official_zones,sys1_only,2
31,0.0,1,official_zones,sys1_only,2
32,0.0,1,official_zones,sys1_only,2
39,0.0,1,official_zones,sys1_only,2
40,0.0,1,official_zones,sys1_only,2
41,0.0,1,official_zones,sys1_only,2
42,0.0,1,official_zones,sys1_only,2
59,0.0,1,official_zones,sys1_only,2
60,0.0,1,official_zones,sys1_only,2
0,0.0,10,official_zones,sys1_only,7
1,0.0,9,official_zones,sys1_only,7
2,0.0,11,official_zones,sys1_only,7
3,0.0,8,official_zones,sys1_only,7
4,0.0,6,official_zones,sys1_only,7
5,0.0,6,official_zones,sys1_only,7
6,0.0,5,official_zones,sys1_only,7
7,0.0,5,official_zones,sys1_only,7
8,0.0,6,official_zones,sys1_only,7
9,0.0,6,official_zones,sys1_only,7
10,0.0,5,official_zones,sys1_only,7
11,0.0,6,official_zones,sys1_only,7
12,0.0,4,official_zones,sys1_only,7
13,0.0,5,official_zones,sys1_only,7
14,0.0,6,official_zones,sys1_only,7
15,0.0,3,official_zones,sys1_only,7
16,0.0,2,official_zones,sys1_only,7
17,0.0,2,official_zones,sys1_only,7
18,0.0,5,official_zones,sys1_only,7
19,0.0,5,official_zones,sys1_only,7
20,0.0,2,official_zones,sys1_only,7
21,0.0,1,official_zones,sys1_only,7
22,0.0,1,official_zones,sys1_only,7
23,0.0,2,official_zones,sys1_only,7
24,0.0,2,official_zones,sys1_only,7
25,0.0,2,official_zones,sys1_only,7
26,0.0,1,official_zones,sys1_only,7
27,0.0,2,official_zones,sys1_only,7
28,0.0,2,official_zones,sys1_only,7
29,0.0,1,official_zones,sys1_only,7
30,0.0,1,official_zones,sys1_only,7
34,0.0,1,official_zones,sys1_only,7
35,0.0,1,official_zones,sys1_only,7
36,0.0,1,official_zones,sys1_only,7
37,0.0,1,official_zones,sys1_only,7
38,0.0,1,official_zones,sys1_only,7
39,0.0,1,official_zones,sys1_only,7
40,0.0,1,official_zones,sys1_only,7
41,0.0,1,official_zones,sys1_only,7
65,0.0,2,official_zones,sys1_only,7
66,0.0,2,official_zones,sys1_only,7
67,0.0,1,official_zones,sys1_only,7
68,0.0,1,official_zones,sys1_only,7
0,0.0,11,official_zones,sys1_only,5
1,0.0,12,official_zones,sys1_only,5
2,0.0,11,official_zones,sys1_only,5
3,0.0,10,official_zones,sys1_only,5
4,0.0,7,official_zones,sys1_only,5
5,0.0,6,official_zones,sys1_only,5
6,0.0,5,official_zones,sys1_only,5
7,0.0,5,official_zones,sys1_only,5
8,0.0,5,official_zones,sys1_only,5
9,0.0,2,official_zones,sys1_only,5
11,0.0,1,official_zones,sys1_only,5
12,0.0,1,official_zones,sys1_only,5
25,0.0,1,official_zones,sys1_only,5
26,0.0,1,official_zones,sys1_only,5
27,0.0,1,official_zones,sys1_only,5
28,0.0,1,official_zones,sys1_only,5
29,0.0,1,official_zones,sys1_only,5
30,0.0,1,official_zones,sys1_only,5
31,0.0,1,official_zones,sys1_only,5
32,0.0,1,official_zones,sys1_only,5
33,0.0,1,official_zones,sys1_only,5
34,0.0,1,official_zones,sys1_only,5
35,0.0,1,official_zones,sys1_only,5
36,0.0,1,official_zones,sys1_only,5
66,0.0,1,official_zones,sys1_only,5
67,0.0,1,official_zones,sys1_only,5
68,0.0,1,official_zones,sys1_only,5
69,0.0,1,official_zones,sys1_only,5
0,0.0,11,official_zones,sys1_only,8
1,0.0,11,official_zones,sys1_only,8
2,0.0,10,official_zones,sys1_only,8
3,0.0,7,official_zones,sys1_only,8
4,0.0,6,official_zones,sys1_only,8
5,0.0,5,official_zones,sys1_only,8
6,0.0,6,official_zones,sys1_only,8
7,0.0,7,official_zones,sys1_only,8
8,0.0,7,official_zones,sys1_only,8
9,0.0,7,official_zones,sys1_only,8
10,0.0,5,official_zones,sys1_only,8
11,0.0,3,official_zones,sys1_only,8
12,0.0,2,official_zones,sys1_only,8
13,0.0,2,official_zones,sys1_only,8
14,0.0,2,official_zones,sys1_only,8
15,0.0,2,official_zones,sys1_only,8
16,0.0,2,official_zones,sys1_only,8
17,0.0,2,official_zones,sys1_only,8
18,0.0,2,official_zones,sys1_only,8
19,0.0,2,official_zones,sys1_only,8
20,0.0,1,official_zones,sys1_only,8
23,0.0,1,official_zones,sys1_only,8
32,0.0,1,official_zones,sys1_only,8
33,0.0,1,official_zones,sys1_only,8
34,0.0,1,official_zones,sys1_only,8
35,0.0,1,official_zones,sys1_only,8
44,0.0,1,official_zones,sys1_only,8
45,0.0,1,official_zones,sys1_only,8
46,0.0,1,official_zones,sys1_only,8
47,0.0,1,official_zones,sys1_only,8
48,0.0,1,official_zones,sys1_only,8
49,0.0,1,official_zones,sys1_only,8
0,0.0,9,official_zones,sys1_only,6
1,0.0,12,official_zones,sys1_only,6
2,0.0,10,official_zones,sys1_only,6
3,0.0,9,official_zones,sys1_only,6
4,0.0,9,official_zones,sys1_only,6
5,0.0,7,official_zones,sys1_only,6
6,0.0,6,official_zones,sys1_only,6
7,0.0,7,official_zones,sys1_only,6
8,0.0,7,official_zones,sys1_only,6
9,0.0,9,official_zones,sys1_only,6
10,0.0,9,official_zones,sys1_only,6
11,0.0,7,official_zones,sys1_only,6
12,0.0,6,official_zones,sys1_only,6
13,0.0,7,official_zones,sys1_only,6
14,0.0,8,official_zones,sys1_only,6
15,0.0,5,official_zones,sys1_only,6
16,0.0,4,official_zones,sys1_only,6
17,0.0,3,official_zones,sys1_only,6
18,0.0,2,official_zones,sys1_only,6
19,0.0,2,official_zones,sys1_only,6
20,0.0,2,official_zones,sys1_only,6
21,0.0,2,official_zones,sys1_only,6
22,0.0,2,official_zones,sys1_only,6
23,0.0,1,official_zones,sys1_only,6
24,0.0,1,official_zones,sys1_only,6
25,0.0,1,official_zones,sys1_only,6
26,0.0,1,official_zones,sys1_only,6
27,0.0,1,official_zones,sys1_only,6
32,0.0,1,official_zones,sys1_only,6
33,0.0,1,official_zones,sys1_only,6
34,0.0,1,official_zones,sys1_only,6
35,0.0,1,official_zones,sys1_only,6
0,0.0,7,official_zones,sys1_only,10
1,0.0,8,official_zones,sys1_only,10
2,0.0,5,official_zones,sys1_only,10
3,0.0,5,official_zones,sys1_only,10
4,0.0,8,official_zones,sys1_only,10
5,0.0,9,official_zones,sys1_only,10
6,0.0,9,official_zones,sys1_only,10
7,0.0,11,official_zones,sys1_only,10
8,0.0,8,official_zones,sys1_only,10
9,0.0,6,official_zones,sys1_only,10
10,0.0,4,official_zones,sys1_only,10
11,0.0,2,official_zones,sys1_only,10
12,0.0,2,official_zones,sys1_only,10
13,0.0,2,official_zones,sys1_only,10
14,0.0,1,official_zones,sys1_only,10
15,0.0,1,official_zones,sys1_only,10
16,0.0,1,official_zones,sys1_only,10
17,0.0,1,official_zones,sys1_only,10
18,0.0,1,official_zones,sys1_only,10
19,0.0,1,official_zones,sys1_only,10
20,0.0,1,official_zones,sys1_only,10
21,0.0,1,official_zones,sys1_only,10
22,0.0,1,official_zones,sys1_only,10
27,0.0,1,official_zones,sys1_only,10
28,0.0,2,official_zones,sys1_only,10
29,0.0,1,official_zones,sys1_only,10
31,0.0,1,official_zones,sys1_only,10
32,0.0,1,official_zones,sys1_only,10
34,0.0,1,official_zones,sys1_only,10
35,0.0,1,official_zones,sys1_only,10
36,0.0,1,official_zones,sys1_only,10
37,0.0,1,official_zones,sys1_only,10
38,0.0,1,official_zones,sys1_only,10
39,0.0,1,official_zones,sys1_only,10
0,0.0,13,official_zones,sys1_only,9
1,0.0,10,official_zones,sys1_only,9
2,0.0,8,official_zones,sys1_only,9
3,0.0,4,official_zones,sys1_only,9
4,0.0,4,official_zones,sys1_only,9
5,0.0,4,official_zones,sys1_only,9
6,0.0,4,official_zones,sys1_only,9
7,0.0,2,official_zones,sys1_only,9
8,0.0,2,official_zones,sys1_only,9
9,0.0,1,official_zones,sys1_only,9
10,0.0,1,official_zones,sys1_only,9
11,0.0,2,official_zones,sys1_only,9
12,0.0,2,official_zones,sys1_only,9
13,0.0,1,official_zones,sys1_only,9
14,0.0,1,official_zones,sys1_only,9
15,0.0,1,official_zones,sys1_only,9
17,0.0,1,official_zones,sys1_only,9
18,0.0,1,official_zones,sys1_only,9
19,0.0,1,official_zones,sys1_only,9
20,0.0,1,official_zones,sys1_only,9
68,0.0,1,official_zones,sys1_only,9
69,0.0,1,official_zones,sys1_only,9
70,0.0,1,official_zones,sys1_only,9
0,0.0,9,official_zones,sys1_only,11
1,0.0,10,official_zones,sys1_only,11
2,0.0,8,official_zones,sys1_only,11
3,0.0,12,official_zones,sys1_only,11
4,0.0,11,official_zones,sys1_only,11
5,0.0,9,official_zones,sys1_only,11
6,0.0,7,official_zones,sys1_only,11
7,0.0,5,official_zones,sys1_only,11
8,0.0,5,official_zones,sys1_only,11
9,0.0,2,official_zones,sys1_only,11
10,0.0,1,official_zones,sys1_only,11
11,0.0,1,official_zones,sys1_only,11
12,0.0,1,official_zones,sys1_only,11
13,0.0,1,official_zones,sys1_only,11
14,0.0,1,official_zones,sys1_only,11
15,0.0,1,official_zones,sys1_only,11
16,0.0,1,official_zones,sys1_only,11
17,0.0,1,official_zones,sys1_only,11
18,0.0,1,official_zones,sys1_only,11
19,0.0,1,official_zones,sys1_only,11
24,0.0,1,official_zones,sys1_only,11
25,0.0,1,official_zones,sys1_only,11
26,0.0,1,official_zones,sys1_only,11
30,0.0,1,official_zones,sys1_only,11
31,0.0,1,official_zones,sys1_only,11
32,0.0,1,official_zones,sys1_only,11
48,0.0,1,official_zones,sys1_only,11
49,0.0,1,official_zones,sys1_only,11
50,0.0,1,official_zones,sys1_only,11
51,0.0,1,official_zones,sys1_only,11
52,0.0,1,official_zones,sys1_only,11
53,0.0,1,official_zones,sys1_only,11
54,0.0,1,official_zones,sys1_only,11
55,0.0,1,official_zones,sys1_only,11
62,0.0,1,official_zones,sys1_only,11
63,0.0,1,official_zones,sys1_only,11
64,0.0,1,official_zones,sys1_only,11
0,0.0,10,official_zones,sys1_only,13
1,0.0,9,official_zones,sys1_only,13
2,0.0,14,official_zones,sys1_only,13
3,0.0,13,official_zones,sys1_only,13
4,0.0,11,official_zones,sys1_only,13
5,0.0,9,official_zones,sys1_only,13
6,0.0,9,official_zones,sys1_only,13
7,0.0,9,official_zones,sys1_only,13
8,0.0,10,official_zones,sys1_only,13
9,0.0,9,official_zones,sys1_only,13
10,0.0,10,official_zones,sys1_only,13
11,0.0,7,official_zones,sys1_only,13
12,0.0,5,official_zones,sys1_only,13
13,0.0,4,official_zones,sys1_only,13
14,0.0,4,official_zones,sys1_only,13
15,0.0,1,official_zones,sys1_only,13
16,0.0,1,official_zones,sys1_only,13
17,0.0,1,official_zones,sys1_only,13
18,0.0,1,official_zones,sys1_only,13
19,0.0,2,official_zones,sys1_only,13
20,0.0,2,official_zones,sys1_only,13
21,0.0,2,official_zones,sys1_only,13
22,0.0,2,official_zones,sys1_only,13
23,0.0,1,official_zones,sys1_only,13
24,0.0,1,official_zones,sys1_only,13
25,0.0,1,official_zones,sys1_only,13
26,0.0,1,official_zones,sys1_only,13
27,0.0,1,official_zones,sys1_only,13
28,0.0,2,official_zones,sys1_only,13
29,0.0,2,official_zones,sys1_only,13
30,0.0,2,official_zones,sys1_only,13
31,0.0,1,official_zones,sys1_only,13
32,0.0,1,official_zones,sys1_only,13
33,0.0,1,official_zones,sys1_only,13
34,0.0,1,official_zones,sys1_only,13
35,0.0,1,official_zones,sys1_only,13
36,0.0,1,official_zones,sys1_only,13
37,0.0,1,official_zones,sys1_only,13
38,0.0,1,official_zones,sys1_only,13
39,0.0,1,official_zones,sys1_only,13
42,0.0,1,official_zones,sys1_only,13
43,0.0,1,official_zones,sys1_only,13
44,0.0,1,official_zones,sys1_only,13
46,0.0,1,official_zones,sys1_only,13
47,0.0,1,official_zones,sys1_only,13
48,0.0,1,official_zones,sys1_only,13
49,0.0,1,official_zones,sys1_only,13
50,0.0,1,official_zones,sys1_only,13
51,0.0,1,official_zones,sys1_only,13
52,0.0,1,official_zones,sys1_only,13
53,0.0,1,official_zones,sys1_only,13
0,0.0,8,official_zones,sys1_only,12
1,0.0,4,official_zones,sys1_only,12
2,0.0,5,official_zones,sys1_only,12
3,0.0,6,official_zones,sys1_only,12
4,0.0,5,official_zones,sys1_only,12
5,0.0,6,official_zones,sys1_only,12
6,0.0,5,official_zones,sys1_only,12
7,0.0,5,official_zones,sys1_only,12
8,0.0,4,official_zones,sys1_only,12
9,0.0,3,official_zones,sys1_only,12
10,0.0,1,official_zones,sys1_only,12
11,0.0,1,official_zones,sys1_only,12
12,0.0,1,official_zones,sys1_only,12
13,0.0,1,official_zones,sys1_only,12
18,0.0,2,official_zones,sys1_only,12
19,0.0,2,official_zones,sys1_only,12
20,0.0,1,official_zones,sys1_only,12
26,0.0,1,official_zones,sys1_only,12
27,0.0,1,official_zones,sys1_only,12
28,0.0,1,official_zones,sys1_only,12
29,0.0,1,official_zones,sys1_only,12
30,0.0,1,official_zones,sys1_only,12
31,0.0,1,official_zones,sys1_only,12
32,0.0,1,official_zones,sys1_only,12
33,0.0,1,official_zones,sys1_only,12
34,0.0,1,official_zones,sys1_only,12
35,0.0,1,official_zones,sys1_only,12
36,0.0,1,official_zones,sys1_only,12
37,0.0,1,official_zones,sys1_only,12
38,0.0,1,official_zones,sys1_only,12
39,0.0,1,official_zones,sys1_only,12
40,0.0,1,official_zones,sys1_only,12
41,0.0,1,official_zones,sys1_only,12
42,0.0,1,official_zones,sys1_only,12
43,0.0,1,official_zones,sys1_only,12
44,0.0,1,official_zones,sys1_only,12
45,0.0,1,official_zones,sys1_only,12
46,0.0,1,official_zones,sys1_only,12
47,0.0,1,official_zones,sys1_only,12
48,0.0,1,official_zones,sys1_only,12
66,0.0,1,official_zones,sys1_only,12
67,0.0,1,official_zones,sys1_only,12
68,0.0,1,official_zones,sys1_only,12
69,0.0,1,official_zones,sys1_only,12
70,0.0,1,official_zones,sys1_only,12
71,0.0,1,official_zones,sys1_only,12
72,0.0,1,official_zones,sys1_only,12
0,0.0,12,official_zones,sys1_only,16
1,0.0,10,official_zones,sys1_only,16
2,0.0,14,official_zones,sys1_only,16
3,0.0,14,official_zones,sys1_only,16
4,0.0,9,official_zones,sys1_only,16
5,0.0,7,official_zones,sys1_only,16
6,0.0,6,official_zones,sys1_only,16
7,0.0,6,official_zones,sys1_only,16
8,0.0,7,official_zones,sys1_only,16
9,0.0,6,official_zones,sys1_only,16
10,0.0,5,official_zones,sys1_only,16
11,0.0,4,official_zones,sys1_only,16
12,0.0,3,official_zones,sys1_only,16
13,0.0,3,official_zones,sys1_only,16
14,0.0,2,official_zones,sys1_only,16
15,0.0,2,official_zones,sys1_only,16
16,0.0,1,official_zones,sys1_only,16
17,0.0,1,official_zones,sys1_only,16
44,0.0,1,official_zones,sys1_only,16
45,0.0,1,official_zones,sys1_only,16
49,0.0,1,official_zones,sys1_only,16
50,0.0,1,official_zones,sys1_only,16
51,0.0,1,official_zones,sys1_only,16
52,0.0,1,official_zones,sys1_only,16
53,0.0,1,official_zones,sys1_only,16
0,0.0,8,official_zones,sys1_only,14
1,0.0,7,official_zones,sys1_only,14
2,0.0,6,official_zones,sys1_only,14
3,0.0,4,official_zones,sys1_only,14
4,0.0,4,official_zones,sys1_only,14
5,0.0,4,official_zones,sys1_only,14
6,0.0,4,official_zones,sys1_only,14
7,0.0,4,official_zones,sys1_only,14
8,0.0,3,official_zones,sys1_only,14
9,0.0,3,official_zones,sys1_only,14
10,0.0,2,official_zones,sys1_only,14
11,0.0,1,official_zones,sys1_only,14
22,0.0,1,official_zones,sys1_only,14
31,0.0,1,official_zones,sys1_only,14
32,0.0,1,official_zones,sys1_only,14
36,0.0,1,official_zones,sys1_only,14
37,0.0,1,official_zones,sys1_only,14
41,0.0,1,official_zones,sys1_only,14
0,0.0,8,official_zones,sys1_only,15
1,0.0,6,official_zones,sys1_only,15
2,0.0,11,official_zones,sys1_only,15
3,0.0,10,official_zones,sys1_only,15
4,0.0,6,official_zones,sys1_only,15
5,0.0,5,official_zones,sys1_only,15
6,0.0,4,official_zones,sys1_only,15
7,0.0,3,official_zones,sys1_only,15
8,0.0,3,official_zones,sys1_only,15
9,0.0,2,official_zones,sys1_only,15
10,0.0,3,official_zones,sys1_only,15
11,0.0,2,official_zones,sys1_only,15
12,0.0,1,official_zones,sys1_only,15
13,0.0,2,official_zones,sys1_only,15
14,0.0,2,official_zones,sys1_only,15
15,0.0,2,official_zones,sys1_only,15
16,0.0,2,official_zones,sys1_only,15
17,0.0,1,official_zones,sys1_only,15
18,0.0,1,official_zones,sys1_only,15
19,0.0,1,official_zones,sys1_only,15
20,0.0,2,official_zones,sys1_only,15
21,0.0,2,official_zones,sys1_only,15
22,0.0,2,official_zones,sys1_only,15
23,0.0,2,official_zones,sys1_only,15
24,0.0,3,official_zones,sys1_only,15
25,0.0,2,official_zones,sys1_only,15
26,0.0,1,official_zones,sys1_only,15
27,0.0,1,official_zones,sys1_only,15
28,0.0,1,official_zones,sys1_only,15
32,0.0,1,official_zones,sys1_only,15
43,0.0,1,official_zones,sys1_only,15
44,0.0,1,official_zones,sys1_only,15
45,0.0,1,official_zones,sys1_only,15
46,0.0,1,official_zones,sys1_only,15
47,0.0,1,official_zones,sys1_only,15
48,0.0,1,official_zones,sys1_only,15
49,0.0,1,official_zones,sys1_only,15
50,0.0,1,official_zones,sys1_only,15
0,0.0,10,official_zones,sys1_only,17
1,0.0,11,official_zones,sys1_only,17
2,0.0,10,official_zones,sys1_only,17
3,0.0,12,official_zones,sys1_only,17
4,0.0,7,official_zones,sys1_only,17
5,0.0,5,official_zones,sys1_only,17
6,0.0,4,official_zones,sys1_only,17
7,0.0,3,official_zones,sys1_only,17
8,0.0,3,official_zones,sys1_only,17
9,0.0,3,official_zones,sys1_only,17
10,0.0,2,official_zones,sys1_only,17
11,0.0,1,official_zones,sys1_only,17
12,0.0,1,official_zones,sys1_only,17
13,0.0,1,official_zones,sys1_only,17
14,0.0,2,official_zones,sys1_only,17
15,0.0,2,official_zones,sys1_only,17
16,0.0,2,official_zones,sys1_only,17
17,0.0,4,official_zones,sys1_only,17
18,0.0,3,official_zones,sys1_only,17
19,0.0,2,official_zones,sys1_only,17
20,0.0,3,official_zones,sys1_only,17
21,0.0,4,official_zones,sys1_only,17
22,0.0,4,official_zones,sys1_only,17
23,0.0,4,official_zones,sys1_only,17
24,0.0,3,official_zones,sys1_only,17
25,0.0,2,official_zones,sys1_only,17
26,0.0,2,official_zones,sys1_only,17
27,0.0,2,official_zones,sys1_only,17
28,0.0,1,official_zones,sys1_only,17
0,0.0,11,official_zones,sys1_only,18
1,0.0,8,official_zones,sys1_only,18
2,0.0,8,official_zones,sys1_only,18
3,0.0,8,official_zones,sys1_only,18
4,0.0,7,official_zones,sys1_only,18
5,0.0,5,official_zones,sys1_only,18
6,0.0,5,official_zones,sys1_only,18
7,0.0,6,official_zones,sys1_only,18
8,0.0,5,official_zones,sys1_only,18
9,0.0,4,official_zones,sys1_only,18
10,0.0,2,official_zones,sys1_only,18
11,0.0,1,official_zones,sys1_only,18
12,0.0,2,official_zones,sys1_only,18
13,0.0,1,official_zones,sys1_only,18
14,0.0,1,official_zones,sys1_only,18
15,0.0,1,official_zones,sys1_only,18
16,0.0,2,official_zones,sys1_only,18
17,0.0,2,official_zones,sys1_only,18
18,0.0,2,official_zones,sys1_only,18
19,0.0,2,official_zones,sys1_only,18
21,0.0,1,official_zones,sys1_only,18
22,0.0,1,official_zones,sys1_only,18
23,0.0,2,official_zones,sys1_only,18
24,0.0,2,official_zones,sys1_only,18
25,0.0,1,official_zones,sys1_only,18
26,0.0,1,official_zones,sys1_only,18
27,0.0,1,official_zones,sys1_only,18
28,0.0,2,official_zones,sys1_only,18
29,0.0,1,official_zones,sys1_only,18
30,0.0,1,official_zones,sys1_only,18
0,0.0,8,official_zones,sys1_only,19
1,0.0,11,official_zones,sys1_only,19
2,0.0,9,official_zones,sys1_only,19
3,0.0,6,official_zones,sys1_only,19
4,0.0,8,official_zones,sys1_only,19
5,0.0,9,official_zones,sys1_only,19
6,0.0,7,official_zones,sys1_only,19
7,0.0,4,official_zones,sys1_only,19
8,0.0,3,official_zones,sys1_only,19
9,0.0,2,official_zones,sys1_only,19
13,0.0,1,official_zones,sys1_only,19
14,0.0,1,official_zones,sys1_only,19
15,0.0,1,official_zones,sys1_only,19
16,0.0,1,official_zones,sys1_only,19
24,0.0,1,official_zones,sys1_only,19
25,0.0,1,official_zones,sys1_only,19
26,0.0,1,official_zones,sys1_only,19
32,0.0,1,official_zones,sys1_only,19
33,0.0,1,official_zones,sys1_only,19
34,0.0,1,official_zones,sys1_only,19
0,0.40737243830463665,13,official_zones,blend,1
1,0.4872590453316702,13,official_zones,blend,1
2,0.1810261555347436,13,official_zones,blend,1
3,0.16475554189109476,9,official_zones,blend,1
4,0.16180010079245635,8,official_zones,blend,1
5,0.16128208575459052,6,official_zones,blend,1
6,0.1536522773813403,8,official_zones,blend,1
7,0.150648430528172,6,official_zones,blend,1
8,0.14283739552468414,6,official_zones,blend,1
9,0.12299375984774859,4,official_zones,blend,1
10,0.14490255071932023,2,official_zones,blend,1
11,0.1408488801526627,1,official_zones,blend,1
12,0.1408488801526627,1,official_zones,blend,1
31,0.3704470008467669,1,official_zones,blend,1
32,0.3704470008467669,1,official_zones,blend,1
33,0.3704470008467669,1,official_zones,blend,1
67,0.3076353812787721,1,official_zones,blend,1
68,0.3076353812787721,1,official_zones,blend,1
0,0.42774340840256253,10,official_zones,blend,0
1,0.49456462051082567,9,official_zones,blend,0
2,0.19131010446353536,13,official_zones,blend,0
3,0.1918603942951555,14,official_zones,blend,0
4,0.18461077355926445,16,official_zones,blend,0
5,0.1889459533928967,12,official_zones,blend,0
6,0.19927528474947748,8,official_zones,blend,0
7,0.1955308577481215,4,official_zones,blend,0
8,0.1730666869236073,3,official_zones,blend,0
9,0.1907374867725212,3,official_zones,blend,0
10,0.1685251633463776,2,official_zones,blend,0
11,0.19727441832375975,1,official_zones,blend,0
12,0.08850145434326429,1,official_zones,blend,0
13,0.11872630315443061,3,official_zones,blend,0
14,0.12001845527611725,2,official_zones,blend,0
15,0.1851152970514441,2,official_zones,blend,0
16,0.1851152970514441,2,official_zones,blend,0
17,0.1365037816271434,1,official_zones,blend,0
26,0.23160017046837075,1,official_zones,blend,0
27,0.23160017046837075,1,official_zones,blend,0
28,0.23160017046837075,1,official_zones,blend,0
29,0.23160017046837075,1,official_zones,blend,0
0,0.37098264713787193,8,official_zones,blend,5
1,0.3775956003489194,7,official_zones,blend,5
2,0.143484098834023,10,official_zones,blend,5
3,0.1724115929327117,14,official_zones,blend,5
4,0.11904889807871016,9,official_zones,blend,5
5,0.13287623561809309,6,official_zones,blend,5
6,0.11628588409625411,5,official_zones,blend,5
7,0.14405492219502095,3,official_zones,blend,5
8,0.09065994904734273,1,official_zones,blend,5
10,0.11912098375099237,1,official_zones,blend,5
11,0.0897480297563939,2,official_zones,blend,5
15,0.23617666466142842,1,official_zones,blend,5
16,0.23617666466142842,1,official_zones,blend,5
17,0.23617666466142842,1,official_zones,blend,5
